chrM	1	8000
chrM	2	8001
chrM	3	8002
chrM	4	8003
chrM	5	8004
chrM	6	8005
chrM	7	8005
chrM	8	7997
chrM	9	8008
chrM	10	8009
chrM	11	8009
chrM	12	8011
chrM	13	8011
chrM	14	8011
chrM	15	8013
chrM	16	8013
chrM	17	7985
chrM	18	8015
chrM	19	8017
chrM	20	8017
chrM	21	8017
chrM	22	8000
chrM	23	8021
chrM	24	8012
chrM	25	8023
chrM	26	8010
chrM	27	8025
chrM	28	8025
chrM	29	8023
chrM	30	8025
chrM	31	8027
chrM	32	8027
chrM	33	8030
chrM	34	7906
chrM	35	8028
chrM	36	8030
chrM	37	8030
chrM	38	8031
chrM	39	8031
chrM	40	8032
chrM	41	8032
chrM	42	8034
chrM	43	8010
chrM	44	8035
chrM	45	8034
chrM	46	8032
chrM	47	8034
chrM	48	8036
chrM	49	8033
chrM	50	7975
chrM	51	8039
chrM	52	8040
chrM	53	8013
chrM	54	8038
chrM	55	8038
chrM	56	8032
chrM	57	7959
chrM	58	8029
chrM	59	8029
chrM	60	8027
chrM	61	8027
chrM	62	8027
chrM	63	8027
chrM	64	8027
chrM	65	8029
chrM	66	7738
chrM	67	8019
chrM	68	8021
chrM	69	8020
chrM	70	8019
chrM	71	8014
chrM	72	8010
chrM	73	8000
chrM	74	8011
chrM	75	8011
chrM	76	8012
chrM	77	8013
chrM	78	8015
chrM	79	8015
chrM	80	8015
chrM	81	8015
chrM	82	8015
chrM	83	8016
chrM	84	8018
chrM	85	8018
chrM	86	8017
chrM	87	8016
chrM	88	8001
chrM	89	8016
chrM	90	8016
chrM	91	8015
chrM	92	8016
chrM	93	8017
chrM	94	8017
chrM	95	8018
chrM	96	8018
chrM	97	8018
chrM	98	8018
chrM	99	8018
chrM	100	7996
chrM	101	8017
chrM	102	8017
chrM	103	8018
chrM	104	7983
chrM	105	8016
chrM	106	7988
chrM	107	8013
chrM	108	8009
chrM	109	8010
chrM	110	8004
chrM	111	7998
chrM	112	7958
chrM	113	7988
chrM	114	7980
chrM	115	7986
chrM	116	7987
chrM	117	7984
chrM	118	7987
chrM	119	7987
chrM	120	7986
chrM	121	7988
chrM	122	7988
chrM	123	7980
chrM	124	7982
chrM	125	7980
chrM	126	7980
chrM	127	7981
chrM	128	7985
chrM	129	7981
chrM	130	7985
chrM	131	7985
chrM	132	7987
chrM	133	7947
chrM	134	7992
chrM	135	7994
chrM	136	7994
chrM	137	7987
chrM	138	7937
chrM	139	7987
chrM	140	7956
chrM	141	7985
chrM	142	7992
chrM	143	7992
chrM	144	7972
chrM	145	7995
chrM	146	7994
chrM	147	7994
chrM	148	7988
chrM	149	7988
chrM	150	7972
chrM	151	7986
chrM	152	7912
chrM	153	7975
chrM	154	7954
chrM	155	7979
chrM	156	7978
chrM	157	7942
chrM	158	7978
chrM	159	7981
chrM	160	7982
chrM	161	7982
chrM	162	7983
chrM	163	7983
chrM	164	7982
chrM	165	7982
chrM	166	7972
chrM	167	7982
chrM	168	7981
chrM	169	7975
chrM	170	7976
chrM	171	7977
chrM	172	7962
chrM	173	7977
chrM	174	7986
chrM	175	7968
chrM	176	7998
chrM	177	7998
chrM	178	7999
chrM	179	7976
chrM	180	7992
chrM	181	7994
chrM	182	7995
chrM	183	7999
chrM	184	7988
chrM	185	8000
chrM	186	8000
chrM	187	7996
chrM	188	7991
chrM	189	7996
chrM	190	7993
chrM	191	7990
chrM	192	7986
chrM	193	7990
chrM	194	7990
chrM	195	7979
chrM	196	7995
chrM	197	7995
chrM	198	7996
chrM	199	7989
chrM	200	7924
chrM	201	7993
chrM	202	7994
chrM	203	7995
chrM	204	7992
chrM	205	7995
chrM	206	7994
chrM	207	7994
chrM	208	7975
chrM	209	7999
chrM	210	7983
chrM	211	7998
chrM	212	7984
chrM	213	8001
chrM	214	7987
chrM	215	7999
chrM	216	7978
chrM	217	8000
chrM	218	7980
chrM	219	8001
chrM	220	7999
chrM	221	8001
chrM	222	8003
chrM	223	7999
chrM	224	8005
chrM	225	8002
chrM	226	8001
chrM	227	8002
chrM	228	7991
chrM	229	8002
chrM	230	8001
chrM	231	8000
chrM	232	7994
chrM	233	7997
chrM	234	7977
chrM	235	8000
chrM	236	8000
chrM	237	7981
chrM	238	8000
chrM	239	7997
chrM	240	7994
chrM	241	8002
chrM	242	8001
chrM	243	7977
chrM	244	8003
chrM	245	7990
chrM	246	8003
chrM	247	8003
chrM	248	8000
chrM	249	8003
chrM	250	7997
chrM	251	8002
chrM	252	8004
chrM	253	8006
chrM	254	8005
chrM	255	8006
chrM	256	8007
chrM	257	8007
chrM	258	8008
chrM	259	8007
chrM	260	8009
chrM	261	7984
chrM	262	8009
chrM	263	8006
chrM	264	8008
chrM	265	7957
chrM	266	8009
chrM	267	8007
chrM	268	7992
chrM	269	8004
chrM	270	8000
chrM	271	8009
chrM	272	8008
chrM	273	8008
chrM	274	8007
chrM	275	8008
chrM	276	8005
chrM	277	8005
chrM	278	8007
chrM	279	8006
chrM	280	8008
chrM	281	8007
chrM	282	8005
chrM	283	7990
chrM	284	8008
chrM	285	8008
chrM	286	7861
chrM	287	8009
chrM	288	8008
chrM	289	8009
chrM	290	8009
chrM	291	8010
chrM	292	7979
chrM	293	8010
chrM	294	8010
chrM	295	7973
chrM	296	8009
chrM	297	8007
chrM	298	7985
chrM	299	8010
chrM	300	7958
chrM	301	8012
chrM	302	8012
chrM	303	7971
chrM	304	8015
chrM	305	8014
chrM	306	8015
chrM	307	8014
chrM	308	8014
chrM	309	8012
chrM	310	8010
chrM	311	8009
chrM	312	8009
chrM	313	8010
chrM	314	8010
chrM	315	8010
chrM	316	8009
chrM	317	8009
chrM	318	7985
chrM	319	8009
chrM	320	8009
chrM	321	8008
chrM	322	7989
chrM	323	8008
chrM	324	7996
chrM	325	8009
chrM	326	8010
chrM	327	8010
chrM	328	8011
chrM	329	8011
chrM	330	8011
chrM	331	8010
chrM	332	8012
chrM	333	8001
chrM	334	8011
chrM	335	7975
chrM	336	8008
chrM	337	8008
chrM	338	8002
chrM	339	8002
chrM	340	8006
chrM	341	8004
chrM	342	7999
chrM	343	8001
chrM	344	8008
chrM	345	8008
chrM	346	8008
chrM	347	8010
chrM	348	7962
chrM	349	8010
chrM	350	7956
chrM	351	8010
chrM	352	8011
chrM	353	7891
chrM	354	8012
chrM	355	8011
chrM	356	8012
chrM	357	7901
chrM	358	8013
chrM	359	8014
chrM	360	8015
chrM	361	8014
chrM	362	8013
chrM	363	7968
chrM	364	8013
chrM	365	8010
chrM	366	8010
chrM	367	7996
chrM	368	8011
chrM	369	7986
chrM	370	8011
chrM	371	8011
chrM	372	8009
chrM	373	8004
chrM	374	8010
chrM	375	8011
chrM	376	8011
chrM	377	7995
chrM	378	8014
chrM	379	8015
chrM	380	8014
chrM	381	8009
chrM	382	8011
chrM	383	8012
chrM	384	7999
chrM	385	8014
chrM	386	7998
chrM	387	8013
chrM	388	8010
chrM	389	8009
chrM	390	8010
chrM	391	7976
chrM	392	8013
chrM	393	8010
chrM	394	8011
chrM	395	7960
chrM	396	8012
chrM	397	8011
chrM	398	7893
chrM	399	8012
chrM	400	8012
chrM	401	8012
chrM	402	8011
chrM	403	8011
chrM	404	8012
chrM	405	7910
chrM	406	8013
chrM	407	8014
chrM	408	8015
chrM	409	8010
chrM	410	8014
chrM	411	8015
chrM	412	7995
chrM	413	8016
chrM	414	8015
chrM	415	8017
chrM	416	8018
chrM	417	8017
chrM	418	8018
chrM	419	8018
chrM	420	8018
chrM	421	7957
chrM	422	8019
chrM	423	8019
chrM	424	8020
chrM	425	8011
chrM	426	8020
chrM	427	8020
chrM	428	8021
chrM	429	8022
chrM	430	8022
chrM	431	8023
chrM	432	8023
chrM	433	7795
chrM	434	8024
chrM	435	8026
chrM	436	8025
chrM	437	8025
chrM	438	8024
chrM	439	8017
chrM	440	8024
chrM	441	8023
chrM	442	8023
chrM	443	8009
chrM	444	8023
chrM	445	8022
chrM	446	8025
chrM	447	8023
chrM	448	8018
chrM	449	8010
chrM	450	8024
chrM	451	8025
chrM	452	7984
chrM	453	8024
chrM	454	8025
chrM	455	8022
chrM	456	7889
chrM	457	8028
chrM	458	8029
chrM	459	8027
chrM	460	8027
chrM	461	7923
chrM	462	8026
chrM	463	8025
chrM	464	8021
chrM	465	8025
chrM	466	8021
chrM	467	7842
chrM	468	8023
chrM	469	8024
chrM	470	8020
chrM	471	8022
chrM	472	8022
chrM	473	8022
chrM	474	8026
chrM	475	8027
chrM	476	8027
chrM	477	8027
chrM	478	8005
chrM	479	8029
chrM	480	8024
chrM	481	8024
chrM	482	8031
chrM	483	8031
chrM	484	8028
chrM	485	8030
chrM	486	8031
chrM	487	7989
chrM	488	8031
chrM	489	8031
chrM	490	8031
chrM	491	8032
chrM	492	8024
chrM	493	8032
chrM	494	8008
chrM	495	8033
chrM	496	8033
